taxa	stitle	assembly_accession	domain	phylum	class	order	family	genus	species
JAERTD010000036.1_13	JAERTD010000036.1_13 # 16028 # 17287 # 1 # ID=36_13;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.428	GCA_016845175.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	B6-G9	B6-G9 sp016845175
DCHN01000056.1_7	DCHN01000056.1_7 # 7403 # 8665 # 1 # ID=60_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.458	GCA_002315995.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Egerieousia	Egerieousia sp002315995
RAP38168.1	RAP38168.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Candidatus Marinamargulisbacteria bacterium SCGC AAA071-K20]	GCA_003265975.1	Bacteria	Margulisbacteria	Marinamargulisbacteria	GCA-2716485	AAA071-K20	AAA071-K20	AAA071-K20 sp003265975
WP_006893545.1	WP_006893545.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Methylobacter tundripaludum]	GCF_000190755.2	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylobacter_A	Methylobacter_A tundripaludum
WP_028482199.1	WP_028482199.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Pseudovibrio exalbescens]	GCF_000422785.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Pseudovibrio	Pseudovibrio exalbescens
CAINDC010000046.1_3	CAINDC010000046.1_3 # 1128 # 2345 # 1 # ID=46_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.427	GCA_903847275.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	UBA10906	UBA10906 sp903847275
CAJODR010000043.1_8	CAJODR010000043.1_8 # 8289 # 9563 # -1 # ID=43_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.584	GCA_905233275.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp905233275
MAV30548.1	MAV30548.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Cycloclasticus sp.]	GCA_002700385.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Cycloclasticaceae	Cycloclasticus	Cycloclasticus sp002700385
OMYE01000010.1_6	OMYE01000010.1_6 # 4724 # 5950 # 1 # ID=229_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.443	GCA_900315145.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Ruminobacter	Ruminobacter sp900315145
JADLKI010000008.1_523	JADLKI010000008.1_523 # 569050 # 570171 # 1 # ID=4_523;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.594	GCA_015657395.1	Bacteria	Spirochaetota	Spirochaetia	Treponematales	UBA8932	Rectinema	Rectinema sp015657395
WP_153767704.1	WP_153767704.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Endozoicomonas sp. OPT23]	GCF_009653635.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Endozoicomonas	Endozoicomonas sp009653635
TVP94917.1	TVP94917.1 oxidoreductase [Acholeplasmatales bacterium]	GCA_007694145.1	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	SKGI01	SKGI01 sp007694145
PWMS01000003.1_7	PWMS01000003.1_7 # 5205 # 6287 # 1 # ID=59_7;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.431	GCA_003558105.1	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	B1SED10-225	B1SED10-225 sp003558105
LVAZ01000031.1_10	LVAZ01000031.1_10 # 11468 # 12553 # 1 # ID=253_10;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.677	GCA_001603055.1	Bacteria	Verrucomicrobiota	Lentisphaeria	UBA1407	Lenti-02	Lenti-02	Lenti-02 sp001603055
MAR98414.1	MAR98414.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Formosa sp.]	GCA_002698705.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA3537	UBA3537 sp002698705
JAABRF010000023.1_15	JAABRF010000023.1_15 # 18807 # 20111 # 1 # ID=20_15;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.401	GCA_011391075.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	GCA-2747695	GCA-2747695 sp011391075
NLY45028.1	NLY45028.1 MAG: 2Fe-2S iron-sulfur cluster binding domain-containing protein [Tissierella sp.]	GCA_012735585.1	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Tissierellaceae	JAAYTL01	JAAYTL01 sp012735585
JABAZD010000051.1_5	JABAZD010000051.1_5 # 3056 # 4366 # 1 # ID=70_5;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=12bp;gc_cont=0.380	GCA_018608705.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hel1-33-131	Hel1-33-131 sp018608705
MBL4561655.1	MBL4561655.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Labilibaculum sp.]	GCA_016760525.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Labilibaculum	Labilibaculum sp016760525
MBN2598325.1	MBN2598325.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Marinifilaceae bacterium]	GCA_016936255.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Labilibaculum	Labilibaculum sp016936255
CAISXF010000017.1_1	CAISXF010000017.1_1 # 95 # 1306 # -1 # ID=17_1;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.434	GCA_903889445.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	UBA10906	UBA10906 sp903889445
WP_147868471.1	WP_147868471.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Stieleria maiorica]	GCF_008035925.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Stieleria	Stieleria maiorica
MBQ9653875.1	MBQ9653875.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_017458265.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp017458265
URCV01000042.1_7	URCV01000042.1_7 # 4078 # 5352 # -1 # ID=42_7;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=13bp;gc_cont=0.497	GCA_900546445.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp900546445
PHSP01000003.1_1306	PHSP01000003.1_1306 # 1446322 # 1447542 # 1 # ID=3_1306;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.445	GCA_002862125.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	KS41	KS41 sp002862125
WP_078236681.1	WP_078236681.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Haemophilus paracuniculus]	GCF_002015115.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_E	Haemophilus_E paracuniculus
WP_046560428.1	WP_046560428.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Kangiella geojedonensis]	GCF_000981765.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Kangiellaceae	Kangiella	Kangiella geojedonensis
MAH23642.1	MAH23642.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Gammaproteobacteria bacterium]	GCA_002690405.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA4421	UBA4421 sp002690405
WP_029038330.1	WP_029038330.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Salinimicrobium xinjiangense]	GCF_000423585.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium	Salinimicrobium xinjiangense
WP_194811513.1	WP_194811513.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Rodentibacter haemolyticus]	GCF_015356115.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Rodentibacter	Rodentibacter sp015356115
DLMZ01000023.1_25	DLMZ01000023.1_25 # 22174 # 23253 # 1 # ID=31_25;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.446	GCA_002479415.1	Bacteria	Firmicutes_D	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	UBA7523	UBA7523 sp002479415
RPG57765.1	RPG57765.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriaceae bacterium TMED81]	GCA_002171575.2	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA724	UBA724 sp002171575
NLE67616.1	NLE67616.1 MAG: 2Fe-2S iron-sulfur cluster binding domain-containing protein [Lentisphaerae bacterium]	GCA_012514555.1	Bacteria	Verrucomicrobiota	Kiritimatiellae	JAAZAB01	JAAZAB01	JAAZAB01	JAAZAB01 sp012514555
SLJL01000110.1_5	SLJL01000110.1_5 # 2169 # 3251 # 1 # ID=114_5;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.488	GCA_007135105.1	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	B1SED10-225	B1SED10-225 sp007135105
OYV17186.1	OYV17186.1 Na+-transporting NADH:ubiquinone oxidoreductase subunit F [Methylococcaceae bacterium NSP1-1]	GCA_002256465.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	KS41	KS41 sp002256465
DJIF01000103.1_31	DJIF01000103.1_31 # 37806 # 39047 # -1 # ID=29_31;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.573	GCA_002433485.1	Bacteria	Myxococcota_A	UBA796	UBA9615	UBA9615	UBA6601	UBA6601 sp002433485
WP_078810747.1	WP_078810747.1 FAD-binding oxidoreductase [Selenihalanaerobacter shriftii]	GCF_900167185.1	Bacteria	Firmicutes_F	Halanaerobiia	Halobacteroidales	Acetohalobiaceae	Selenihalanaerobacter	Selenihalanaerobacter shriftii
MBN2634240.1	MBN2634240.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_016936435.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	LD21	LD21 sp016936435
WP_124992345.1	WP_124992345.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Labilibaculum euxinus]	GCF_009795715.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Labilibaculum	Labilibaculum euxinus
DIRT01000022.1_20	DIRT01000022.1_20 # 20446 # 21702 # 1 # ID=12_20;partial=00;start_type=ATG;rbs_motif=TAAAAA;rbs_spacer=6bp;gc_cont=0.412	GCA_002427605.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	WCHB1-69	UBA5429	UBA5429 sp002427605
CAIPQN010000017.1_6	CAIPQN010000017.1_6 # 3518 # 4729 # -1 # ID=17_6;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.429	GCA_903867225.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	UBA10906	UBA10906 sp903867225
WP_103854400.1	WP_103854400.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Avibacterium]	GCF_002921135.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Avibacterium	Avibacterium gallinarum
CAIYRS010000008.1_34	CAIYRS010000008.1_34 # 37027 # 38247 # -1 # ID=8_34;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.421	GCA_903928685.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylovulum	Methylovulum sp903928685
WP_034842374.1	WP_034842374.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Endozoicomonas numazuensis]	GCF_000722635.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Endozoicomonas	Endozoicomonas numazuensis
DIVA01000031.1_57	DIVA01000031.1_57 # 64665 # 65888 # -1 # ID=50_57;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.494	GCA_002435705.1	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	UBA6144	UBA6144 sp002435705
MBU8920519.1	MBU8920519.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Bacteroidales bacterium]	GCA_019038625.1	Bacteria	Krumholzibacteriota	Krumholzibacteria	Krumholzibacteriales	Krumholzibacteriaceae	Krumholzibacterium	Krumholzibacterium sp019038625
NNK88478.1	NNK88478.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F, partial [Flavobacteriaceae bacterium]	GCA_013042825.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	SHLJ01	SHLJ01 sp013042825
WP_144962238.1	WP_144962238.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Gillisia sp. Hel_I_86]	GCF_007827275.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gillisia	Gillisia sp007827275
MBV72212.1	MBV72212.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Myxococcales bacterium]	GCA_002731825.1	Bacteria	Myxococcota	Bradymonadia	UBA7976	UBA1532	UBA1532	UBA1532 sp002731825
MBN09940.1	MBN09940.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriaceae bacterium]	GCA_002723075.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA724	UBA724 sp002723075
NLJ11254.1	NLJ11254.1 MAG: 2Fe-2S iron-sulfur cluster binding domain-containing protein [Treponema sp.]	GCA_012517385.1	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Termitinemataceae	Treponema_G	Treponema_G sp012517385
MBR4850669.1	MBR4850669.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Tidjanibacter sp.]	GCA_017547065.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	Tidjanibacter sp017547065
WP_144896300.1	WP_144896300.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Lutibacter sp. Hel_I_33_5]	GCF_007827455.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	VISM01	VISM01 sp007827455
WP_132793290.1	WP_132793290.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Tenacibaculum skagerrakense]	GCF_004345825.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum skagerrakense
JAGYJF010000005.1_38	JAGYJF010000005.1_38 # 41308 # 42618 # 1 # ID=4_38;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.381	GCA_018402135.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Paucihalobacter	Paucihalobacter sp018402135
CAJPTC010000031.1_15	CAJPTC010000031.1_15 # 13896 # 15149 # 1 # ID=31_15;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.495	GCA_905373475.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CAJPTX01	Bacteroides_D	Bacteroides_D sp905373475
OJV66849.1	OJV66849.1 oxidoreductase [Clostridiales bacterium 38-18]	GCA_001897605.1	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Acidaminobacteraceae	Fusibacter_C	Fusibacter_C sp001897605
WP_096428332.1	WP_096428332.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Labilibaculum antarcticum]	GCF_002356295.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Labilibaculum	Labilibaculum antarcticum
WP_028572972.1	WP_028572972.1 FAD-binding oxidoreductase [Desulfonatronum lacustre]	GCF_000519265.1	Bacteria	Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	Desulfonatronum lacustre
NLW19818.1	NLW19818.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Clostridiales bacterium]	GCA_012728815.1	Bacteria	Firmicutes_A	Clostridia	Christensenellales	CAG-74	DTU024	DTU024 sp012728815
NLW19880.1	NLW19880.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Clostridiales bacterium]	GCA_012728815.1	Bacteria	Firmicutes_A	Clostridia	Christensenellales	CAG-74	DTU024	DTU024 sp012728815
MBL6985582.1	MBL6985582.1 MAG: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Methylobacter sp.]	GCA_016784875.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylobacter_A	Methylobacter_A sp016784875
MBR6346228.1	MBR6346228.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Bacteroidales bacterium]	GCA_017544265.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp017544265
CAIRMR010000005.1_37	CAIRMR010000005.1_37 # 36458 # 37729 # -1 # ID=5_37;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=15bp;gc_cont=0.425	GCA_903879715.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA4417	UBA4417	UBA4417 sp903879715
NLD93406.1	NLD93406.1 MAG: 2Fe-2S iron-sulfur cluster binding domain-containing protein [Fibrobacter sp.]	GCA_012513915.1	Bacteria	Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinispirillaceae	JAAZBG01	JAAZBG01 sp012513915
MBO11284.1	MBO11284.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Planctomycetaceae bacterium]	GCA_002724415.1	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	UBA8437	UBA8437 sp002724415
MBO11705.1	MBO11705.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Planctomycetaceae bacterium]	GCA_002724415.1	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	UBA8437	UBA8437 sp002724415
NZ_JACEHH010000028.1_106	NZ_JACEHH010000028.1_106 # 119852 # 121072 # 1 # ID=191_106;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.577	GCF_014154935.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Stieleria	Stieleria sp014154935
CAIVAH010000246.1_5	CAIVAH010000246.1_5 # 3637 # 4857 # -1 # ID=246_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.388	GCA_903903765.1	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	KS41	KS41 sp903903765
WP_070057891.1	WP_070057891.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Marinobacter sp. X15-166B]	GCF_001752365.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter sp001752365
MAP41688.1	MAP41688.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Woeseiaceae bacterium]	GCA_002696705.1	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA823	UBA8106	UBA8106 sp002696705
JAABRT010000031.1_17	JAABRT010000031.1_17 # 15284 # 16507 # 1 # ID=96_17;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.571	GCA_011390805.1	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	JAABRT01	JAABRT01 sp011390805
WP_173482074.1	WP_173482074.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [unclassified Marinobacterium]	GCF_013283365.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Marinobacterium	Marinobacterium sp013283365
CACECK010000010.1_4	CACECK010000010.1_4 # 1637 # 2863 # 1 # ID=10_4;partial=00;start_type=ATG;rbs_motif=AGGAG(G)/GGAGG;rbs_spacer=13-15bp;gc_cont=0.351	GCA_902557965.1	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	D2472	SAR86A	SAR86A sp902557965
QJWJ01000157.1_10	QJWJ01000157.1_10 # 7549 # 8775 # -1 # ID=92_10;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.608	GCA_003235365.1	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	SZUA-265	SZUA-265 sp003235365
RMF20081.1	RMF20081.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Gammaproteobacteria bacterium]	GCA_003695085.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	J085	J085 sp003695085
QKGH01000221.1_33	QKGH01000221.1_33 # 38111 # 39340 # 1 # ID=89_33;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.573	GCA_003250495.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Marinobacterium	Marinobacterium sp003250495
NLV39726.1	NLV39726.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Candidatus Hydrogenedentes bacterium]	GCA_012730045.1	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	CAITNO01	JAAYBR01	JAAYBR01 sp012730045
CP051238.1_97	CP051238.1_97 # 115921 # 117153 # -1 # ID=1_97;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.467	GCA_017794925.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas sp017794925
WP_116208456.1	WP_116208456.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Paraperlucidibaca baekdonensis]	GCF_003387535.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Paraperlucidibaca	Paraperlucidibaca baekdonensis
CACAZM010000001.1_44	CACAZM010000001.1_44 # 45095 # 46390 # -1 # ID=1_44;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.429	GCA_902536935.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA724	UBA724 sp902536935
NQV74284.1	NQV74284.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [bacterium]	GCA_013204185.1	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	UBA10348	UBA10348	UBA10348 sp013204185
WP_026010062.1	WP_026010062.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Arenitalea lutea]	GCF_900141715.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Arenitalea	Arenitalea lutea
WP_188605586.1	WP_188605586.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aquaticitalea lipolytica]	GCF_014641635.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquaticitalea	Aquaticitalea lipolytica
WP_195869748.1	WP_195869748.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Winogradskyella]	GCF_015645385.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp015645385
WP_095075115.1	WP_095075115.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Tenacibaculum jejuense]	GCF_900198195.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum jejuense
PIE22674.1	PIE22674.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Planctomycetes bacterium]	GCA_002748355.1	Bacteria	Planctomycetota	UBA1135	UBA2386	GCA-002748355	GCA-2748355	GCA-2748355 sp002748355
WTJP01000055.1_9	WTJP01000055.1_9 # 6161 # 7456 # -1 # ID=25_9;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=7bp;gc_cont=0.430	GCA_011526275.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA7428	UBA7428 sp011526275
DBBU01000044.1_105	DBBU01000044.1_105 # 116934 # 118232 # 1 # ID=31_105;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=14bp;gc_cont=0.390	GCA_002292365.1	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	UBA4465	UBA4465 sp002292365
MBT6745682.1	MBT6745682.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriales bacterium]	GCA_018669945.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	GCA-2746335	NORP312	NORP312 sp018669945
WP_050665805.1	WP_050665805.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Aeromonas schubertii]	GCF_000820105.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas schubertii
MBN2625560.1	MBN2625560.1 2Fe-2S iron-sulfur cluster binding domain-containing protein [Spirochaetales bacterium]	GCA_016936115.1	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales_E	Spirochaetaceae_B	SZUA-368	SZUA-368 sp016936115
NLS90655.1	NLS90655.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Planctomycetaceae bacterium]	GCA_012719125.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae	JAAYAY01	JAAYAY01 sp012719125
WP_163833933.1	WP_163833933.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Spartinivicinus ruber]	GCF_011009015.1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Zooshikellaceae	Spartinivicinus	Spartinivicinus ruber
RPG62177.1	RPG62177.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriaceae bacterium TMED220]	GCA_002169155.2	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	TMED220	TMED220 sp002169155
MAG18937.1	MAG18937.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Flavobacteriaceae bacterium]	GCA_002687665.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA8316	UBA8316 sp002687665
MBG15312.1	MBG15312.1 NADH:ubiquinone reductase (Na(+)-transporting) subunit F [Crocinitomicaceae bacterium]	GCA_002716065.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UBA10066	GCA-2716065	GCA-2716065 sp002716065
